motif	ntarget_hits	nrandom_hits	Posison.Test	max.class	max.FC	Poison.Test.P.value	Q1	Median	Q3	IQR	Outlier	max.peak	peak.IQR.ratio	peak.Test
ZNF257_1.motif	3642	3320	Not-Overlapped	NA	NA	0.914319747064477	NA	NA	NA	NA	NA	NA	NA	NA
ZNF257_2.motif	5577	5169	Not-Overlapped	NA	NA	0.658966549220941	NA	NA	NA	NA	NA	NA	NA	NA
ZNF257_3.motif	16813	15017	Overlapped	0	1.48993288590604	1.91455163878609e-06	0.00122842267903208	0.00277128751215801	0.00449807827611979	0.00326965559708772	0.0143070450673829	0.0108136803707764	1.93158022523287	NS
ZNF260_1.motif	45290	47589	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260_2.motif	5	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26_1.motif	0	2	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
ZNF263_1.motif	1398	1380	Not-Overlapped	NA	NA	0.999999997179155	NA	NA	NA	NA	NA	NA	NA	NA
ZNF263_2.motif	929	817	Not-Overlapped	NA	NA	0.999906858387057	NA	NA	NA	NA	NA	NA	NA	NA
ZNF264_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF267_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF268_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF271_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF273_1.motif	22	22	Not-Overlapped	NA	NA	0.332378764348573	NA	NA	NA	NA	NA	NA	NA	NA
ZNF273_2.motif	1025	972	Not-Overlapped	NA	NA	0.809248447281325	NA	NA	NA	NA	NA	NA	NA	NA
ZNF274_1.motif	7	13	Not-Overlapped	NA	NA	0.599994091202184	NA	NA	NA	NA	NA	NA	NA	NA
ZNF275_1.motif	46074	50584	Not-Overlapped	NA	NA	0.999999999984637	NA	NA	NA	NA	NA	NA	NA	NA
ZNF275_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF276_1.motif	34636	34765	Not-Overlapped	NA	NA	0.999943789612824	NA	NA	NA	NA	NA	NA	NA	NA
ZNF281_1.motif	6647	4876	Overlapped	-200	2.18055555555556	3.0373611796864e-16	0.00075497412704574	0.0021908328639402	0.00431384544440729	0.00355887131736155	0.0149904593964919	0.0130637959031222	2.45863075071842	NS
ZNF28_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF282_1.motif	29	19	Not-Overlapped	NA	NA	0.309053938780252	NA	NA	NA	NA	NA	NA	NA	NA
ZNF283_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF284_1.motif	2	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
ZNF284_2.motif	3956	3947	Not-Overlapped	NA	NA	0.2895539558623	NA	NA	NA	NA	NA	NA	NA	NA
ZNF286A_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF286B_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF287_1.motif	24	38	Not-Overlapped	NA	NA	0.391468322454986	NA	NA	NA	NA	NA	NA	NA	NA
ZNF287_2.motif	9	17	Not-Overlapped	NA	NA	0.309053938780252	NA	NA	NA	NA	NA	NA	NA	NA
ZNF292_1.motif	84881	79284	Overlapped	200	1.26298433635614	6.02892965329375e-17	0.00277292529660172	0.0077617812125112	0.0137156444519413	0.0109427191553396	0.04654380191796	0.0516727853088707	3.46871196437569	significant
ZNF296_1.motif	169738	167760	Not-Overlapped	NA	NA	0.999949445173502	NA	NA	NA	NA	NA	NA	NA	NA
ZNF296_2.motif	82432	81468	Not-Overlapped	NA	NA	0.999999152419154	NA	NA	NA	NA	NA	NA	NA	NA
ZNF300_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF30_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF302_1.motif	293	333	Not-Overlapped	NA	NA	0.795347914317998	NA	NA	NA	NA	NA	NA	NA	NA
ZNF30_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF304_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF311_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF316_1.motif	30	24	Not-Overlapped	NA	NA	0.336612888735179	NA	NA	NA	NA	NA	NA	NA	NA
ZNF316_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF317_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF319_1.motif	6055	5526	Not-Overlapped	NA	NA	0.43540700803947	NA	NA	NA	NA	NA	NA	NA	NA
ZNF319_2.motif	2804	2856	Not-Overlapped	NA	NA	0.999859034654637	NA	NA	NA	NA	NA	NA	NA	NA
ZNF319_6.motif	76867	73481	Not-Overlapped	NA	NA	0.00269673390701852	NA	NA	NA	NA	NA	NA	NA	NA
ZNF3_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF320_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF32_1.Infer.motif	47129	51921	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF322_1.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF324_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF324B_1.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF329_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF331_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF333_1.motif	6240	7148	Not-Overlapped	NA	NA	0.999999001705821	NA	NA	NA	NA	NA	NA	NA	NA
ZNF334_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF334_2.motif	68	116	Not-Overlapped	NA	NA	0.751891329481218	NA	NA	NA	NA	NA	NA	NA	NA
ZNF335_1.motif	40561	40831	Overlapped	0	1.23797025371829	7.67664370281852e-13	-0.00520350689066784	0.000257177372792125	0.00408445632602817	0.00928796321669602	0.0319483459761162	0.0385621498791021	3.71208334364384	significant
ZNF335_2.motif	47310	45783	Not-Overlapped	NA	NA	0.458399662151647	NA	NA	NA	NA	NA	NA	NA	NA
ZNF335_6.motif	21595	20005	Not-Overlapped	NA	NA	0.212580903272677	NA	NA	NA	NA	NA	NA	NA	NA
ZNF337_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33A_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33A_2.motif	81098	82283	Not-Overlapped	NA	NA	0.999999984260717	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33B_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33B_2.motif	4838	5135	Not-Overlapped	NA	NA	0.999774996261412	NA	NA	NA	NA	NA	NA	NA	NA
ZNF341_1.motif	291086	307226	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF341_2.motif	1162	1173	Not-Overlapped	NA	NA	0.999975104442978	NA	NA	NA	NA	NA	NA	NA	NA
ZNF341_3.motif	63322	53301	Overlapped	100	1.38848920863309	2.64953775660139e-24	0.0108066743096793	0.0146715884159741	0.02011090662235	0.00930423231267067	0.048023603560362	0.0473183222687426	2.92419779860194	NS
ZNF34_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF343_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF345_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF347_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF347_2.motif	61	94	Not-Overlapped	NA	NA	0.84746214447465	NA	NA	NA	NA	NA	NA	NA	NA
ZNF350_1.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF35_1.Infer.motif	632981	670007	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354A_1.motif	5552	5829	Not-Overlapped	NA	NA	0.999472351625089	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354A_2.motif	4003	4673	Not-Overlapped	NA	NA	0.999995556724653	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354A_3.motif	479	582	Not-Overlapped	NA	NA	0.493670688205151	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354B_1.motif	11596	12592	Not-Overlapped	NA	NA	0.999999871835144	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354B_2.motif	4003	4673	Not-Overlapped	NA	NA	0.999995556724653	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354B_3.motif	1874	1818	Not-Overlapped	NA	NA	0.733763038586789	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354C_1.motif	86141	84295	Not-Overlapped	NA	NA	0.999994147273317	NA	NA	NA	NA	NA	NA	NA	NA
ZNF358_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF362_1.motif	35152	36496	Not-Overlapped	NA	NA	0.999999926246875	NA	NA	NA	NA	NA	NA	NA	NA
ZNF366_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF37A_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF382_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF383_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF384_1.motif	66938	72502	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF391_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF394_1.motif	3161	3026	Not-Overlapped	NA	NA	0.999474109465543	NA	NA	NA	NA	NA	NA	NA	NA
ZNF394_2.motif	1953	2082	Not-Overlapped	NA	NA	0.999986135191273	NA	NA	NA	NA	NA	NA	NA	NA
ZNF396_1.motif	4982	5522	Not-Overlapped	NA	NA	0.999997243873366	NA	NA	NA	NA	NA	NA	NA	NA
ZNF397_1.motif	21773	24434	Not-Overlapped	NA	NA	0.999999999999971	NA	NA	NA	NA	NA	NA	NA	NA
ZNF397_2.motif	10	11	Not-Overlapped	NA	NA	0.290374854568259	NA	NA	NA	NA	NA	NA	NA	NA
ZNF398_1.motif	35	34	Not-Overlapped	NA	NA	0.374810095967539	NA	NA	NA	NA	NA	NA	NA	NA
ZNF404_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_10.motif	4186	4267	Not-Overlapped	NA	NA	0.981561846996411	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_1.motif	17617	17761	Not-Overlapped	NA	NA	0.999995279094829	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_4.motif	457455	447579	Not-Overlapped	NA	NA	0.999906904396235	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_5.motif	332832	334404	Not-Overlapped	NA	NA	0.999999997647789	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_6.motif	947798	917122	Not-Overlapped	NA	NA	1.354629533805e-05	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_7.motif	227007	229822	Not-Overlapped	NA	NA	0.999999999999322	NA	NA	NA	NA	NA	NA	NA	NA
ZNF408_1.motif	1	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF410_1.motif	6	9	Not-Overlapped	NA	NA	0.285666073142827	NA	NA	NA	NA	NA	NA	NA	NA
ZNF41_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF415_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF416_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF417_1.motif	13404	14866	Not-Overlapped	NA	NA	0.999997881568152	NA	NA	NA	NA	NA	NA	NA	NA
ZNF417_2.motif	2	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF418_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF418_2.motif	83264	81256	Not-Overlapped	NA	NA	0.999999999999999	NA	NA	NA	NA	NA	NA	NA	NA
ZNF419_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF420_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF423_1.motif	22	20	Not-Overlapped	NA	NA	0.314572759115613	NA	NA	NA	NA	NA	NA	NA	NA
ZNF425_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426_1.motif	757	953	Not-Overlapped	NA	NA	0.999928091159472	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426_2.motif	789	899	Not-Overlapped	NA	NA	0.999525751453871	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429_1.motif	19	22	Not-Overlapped	NA	NA	0.320292263826806	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF430_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF431_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF432_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF432_2.motif	86868	88652	Not-Overlapped	NA	NA	0.999999708999082	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF433_1.motif	511	540	Not-Overlapped	NA	NA	0.996395653154131	NA	NA	NA	NA	NA	NA	NA	NA
ZNF433_2.motif	34669	34969	Not-Overlapped	NA	NA	0.999979645047969	NA	NA	NA	NA	NA	NA	NA	NA
ZNF436_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF438_1.motif	273149	271054	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF439_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF440_1.motif	16959	18090	Not-Overlapped	NA	NA	0.999998357426801	NA	NA	NA	NA	NA	NA	NA	NA
ZNF441_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF44_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF442_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF443_1.motif	22	54	Not-Overlapped	NA	NA	0.332378764348573	NA	NA	NA	NA	NA	NA	NA	NA
ZNF443_2.motif	496	509	Not-Overlapped	NA	NA	0.998194751150826	NA	NA	NA	NA	NA	NA	NA	NA
ZNF444_1.motif	54179	43896	Overlapped	-200	1.5103668261563	1.21635064670835e-30	0.00939594190679778	0.0144434553599519	0.021587747191785	0.0121918052849873	0.0581631630467468	0.0476961951423391	2.1414751417252	NS
ZNF444_2.motif	112535	92439	Overlapped	2450	1.42248062015504	7.96678220330958e-49	0.02038259821944	0.0273940160177584	0.0376954789496999	0.0173128807302599	0.0896341211404795	0.0948670321545141	3.30225536093992	significant
ZNF445_1.motif	2818	2906	Not-Overlapped	NA	NA	0.999985815125619	NA	NA	NA	NA	NA	NA	NA	NA
ZNF445_2.motif	49692	52089	Not-Overlapped	NA	NA	0.901296768228206	NA	NA	NA	NA	NA	NA	NA	NA
ZNF445_3.motif	769175	743557	Overlapped	-50	1.09858815011464	9.55691232406002e-17	0.0254620893580849	0.0377125775493303	0.0565935388649345	0.0311314495068497	0.149987887385484	0.114615581109713	1.86377580112394	NS
ZNF445_6.motif	32771	33932	Not-Overlapped	NA	NA	0.999999999263299	NA	NA	NA	NA	NA	NA	NA	NA
ZNF446_1.motif	462743	495752	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF449_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF45_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF460_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF461_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF467_1.motif	432	358	Not-Overlapped	NA	NA	0.0453380552624887	NA	NA	NA	NA	NA	NA	NA	NA
ZNF467_2.motif	157	130	Not-Overlapped	NA	NA	0.851969921838877	NA	NA	NA	NA	NA	NA	NA	NA
ZNF468_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF469_1.motif	182361	173372	Overlapped	0	1.28296368510846	1.45661647229142e-65	-0.0014731398915408	0.0128046980763995	0.0209370610522502	0.022410200943791	0.0881676638836231	0.170687109427366	6.68222693543523	significant
ZNF470_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF471_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF479_1.motif	1526	1610	Not-Overlapped	NA	NA	0.841135290804888	NA	NA	NA	NA	NA	NA	NA	NA
ZNF479_2.motif	8	7	Not-Overlapped	NA	NA	0.281107571975655	NA	NA	NA	NA	NA	NA	NA	NA
ZNF480_1.motif	5425	5229	Not-Overlapped	NA	NA	0.850201590797246	NA	NA	NA	NA	NA	NA	NA	NA
ZNF480_2.motif	1	4	Not-Overlapped	NA	NA	0.275251164226162	NA	NA	NA	NA	NA	NA	NA	NA
ZNF48_1.motif	365351	359736	Not-Overlapped	NA	NA	0.999402267688929	NA	NA	NA	NA	NA	NA	NA	NA
ZNF483_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF48_3.motif	346	363	Not-Overlapped	NA	NA	0.0244997362247884	NA	NA	NA	NA	NA	NA	NA	NA
ZNF484_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF485_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF48_5.motif	44955	46227	Not-Overlapped	NA	NA	0.999999991102749	NA	NA	NA	NA	NA	NA	NA	NA
ZNF487_1.motif	159390	163700	Not-Overlapped	NA	NA	0.999999997557851	NA	NA	NA	NA	NA	NA	NA	NA
ZNF490_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF490_2.motif	116628	123618	Not-Overlapped	NA	NA	0.999999999167384	NA	NA	NA	NA	NA	NA	NA	NA
ZNF491_1.motif	15034	15657	Not-Overlapped	NA	NA	0.99999697368181	NA	NA	NA	NA	NA	NA	NA	NA
ZNF491_2.motif	7371	7618	Not-Overlapped	NA	NA	0.999881042841639	NA	NA	NA	NA	NA	NA	NA	NA
ZNF492_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF493_1.motif	317851	306560	Overlapped	-50	1.15109170305677	4.87743922744829e-16	0.00903964379659488	0.0182077299662872	0.0254860156840557	0.0164463718874608	0.0748251313464382	0.0767212573964901	3.11529144926472	significant
ZNF493_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF493_5.motif	56336	53070	Not-Overlapped	NA	NA	0.237893196530841	NA	NA	NA	NA	NA	NA	NA	NA
ZNF497_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF500_1.motif	92	111	Not-Overlapped	NA	NA	0.618891423189068	NA	NA	NA	NA	NA	NA	NA	NA
ZNF501_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF502_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF506_1.motif	3	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF507_1.motif	127587	137932	Not-Overlapped	NA	NA	0.999999999999848	NA	NA	NA	NA	NA	NA	NA	NA
ZNF507_5.motif	487777	541411	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF510_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF513_1.motif	4020	3785	Not-Overlapped	NA	NA	0.998405972681394	NA	NA	NA	NA	NA	NA	NA	NA
ZNF513_2.motif	296	253	Not-Overlapped	NA	NA	0.539267587055337	NA	NA	NA	NA	NA	NA	NA	NA
ZNF514_1.motif	1	2	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
ZNF516_1.motif	238488	258171	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF516_2.motif	204925	196619	Not-Overlapped	NA	NA	0.00149632081757725	NA	NA	NA	NA	NA	NA	NA	NA
ZNF517_1.motif	16	10	Not-Overlapped	NA	NA	0.290374854568259	NA	NA	NA	NA	NA	NA	NA	NA
ZNF517_2.motif	2864	2902	Not-Overlapped	NA	NA	0.948831588186758	NA	NA	NA	NA	NA	NA	NA	NA
ZNF518B_1.motif	7110	7513	Not-Overlapped	NA	NA	0.999960843787887	NA	NA	NA	NA	NA	NA	NA	NA
ZNF519_1.motif	1	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF521_10.motif	8185	8616	Not-Overlapped	NA	NA	0.999999151275326	NA	NA	NA	NA	NA	NA	NA	NA
ZNF521_14.motif	40031	38940	Not-Overlapped	NA	NA	0.99990899824993	NA	NA	NA	NA	NA	NA	NA	NA
ZNF521_19.motif	106000	103185	Not-Overlapped	NA	NA	0.999365222940085	NA	NA	NA	NA	NA	NA	NA	NA
ZNF524_1.motif	102	114	Not-Overlapped	NA	NA	0.501321191233168	NA	NA	NA	NA	NA	NA	NA	NA
ZNF525_1.motif	31	32	Not-Overlapped	NA	NA	0.352321490209487	NA	NA	NA	NA	NA	NA	NA	NA
ZNF526_1.motif	16028	16059	Not-Overlapped	NA	NA	0.999964507721551	NA	NA	NA	NA	NA	NA	NA	NA
ZNF526_7.motif	5300	4983	Not-Overlapped	NA	NA	0.741688484079965	NA	NA	NA	NA	NA	NA	NA	NA
ZNF527_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF528_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF529_1.motif	40	59	Not-Overlapped	NA	NA	0.36197413377687	NA	NA	NA	NA	NA	NA	NA	NA
ZNF530_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
