motif	ntarget_hits	nrandom_hits	Posison.Test	max.class	max.FC	Poison.Test.P.value	Q1	Median	Q3	IQR	Outlier	max.peak	peak.IQR.ratio	peak.Test
ATOH7_1.motif	52	84	Not-Overlapped	NA	NA	0.401506985356971	NA	NA	NA	NA	NA	NA	NA	NA
ATOH7_2.motif	90	166	Not-Overlapped	NA	NA	0.998765901959133	NA	NA	NA	NA	NA	NA	NA	NA
ATOH8_1.Infer.motif	157	280	Not-Overlapped	NA	NA	0.964059908623705	NA	NA	NA	NA	NA	NA	NA	NA
BACH1_1.motif	1	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
BACH2_1.motif	7	18	Not-Overlapped	NA	NA	0.320292263826806	NA	NA	NA	NA	NA	NA	NA	NA
BARHL1_1.motif	5	5	Not-Overlapped	NA	NA	0.276692269798026	NA	NA	NA	NA	NA	NA	NA	NA
BARHL2_1.motif	1344	1080	Not-Overlapped	NA	NA	0.774652775028419	NA	NA	NA	NA	NA	NA	NA	NA
BARHL2_2.motif	2	4	Not-Overlapped	NA	NA	0.273824992390793	NA	NA	NA	NA	NA	NA	NA	NA
BARX1_2.motif	770	649	Not-Overlapped	NA	NA	0.841363481104944	NA	NA	NA	NA	NA	NA	NA	NA
BARX2_1.motif	202	158	Not-Overlapped	NA	NA	0.875247788555786	NA	NA	NA	NA	NA	NA	NA	NA
BATF_1.motif	6	7	Not-Overlapped	NA	NA	0.282610821023653	NA	NA	NA	NA	NA	NA	NA	NA
BATF3_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
BBX_1.Infer.motif	37	10	Not-Overlapped	NA	NA	0.288788106729088	NA	NA	NA	NA	NA	NA	NA	NA
BCL11A_1.motif	3	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
BCL6_1.motif	4	8	Not-Overlapped	NA	NA	0.599994091202184	NA	NA	NA	NA	NA	NA	NA	NA
BCL6B_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
BHLHA15_1.motif	10	10	Not-Overlapped	NA	NA	0.800851726528544	NA	NA	NA	NA	NA	NA	NA	NA
BHLHE22_1.motif	14	19	Not-Overlapped	NA	NA	0.800851726528544	NA	NA	NA	NA	NA	NA	NA	NA
BHLHE23_1.motif	21	28	Not-Overlapped	NA	NA	0.800851726528544	NA	NA	NA	NA	NA	NA	NA	NA
BHLHE40_1.motif	62	110	Not-Overlapped	NA	NA	0.412876746339243	NA	NA	NA	NA	NA	NA	NA	NA
BHLHE41_1.motif	18	29	Not-Overlapped	NA	NA	0.307257113554785	NA	NA	NA	NA	NA	NA	NA	NA
BNC2_1.motif	2018	2101	Not-Overlapped	NA	NA	0.998713639342857	NA	NA	NA	NA	NA	NA	NA	NA
BPTF_1.motif	1361	1366	Not-Overlapped	NA	NA	0.0690478431860138	NA	NA	NA	NA	NA	NA	NA	NA
BRCA1_1.motif	382	336	Not-Overlapped	NA	NA	0.753999893951839	NA	NA	NA	NA	NA	NA	NA	NA
BSX_1.motif	1188	992	Not-Overlapped	NA	NA	0.651840364354058	NA	NA	NA	NA	NA	NA	NA	NA
CBFB_1.motif	122	118	Not-Overlapped	NA	NA	0.52148965131764	NA	NA	NA	NA	NA	NA	NA	NA
CDC5L_1.motif	0	2	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
CDX1_1.motif	284	224	Not-Overlapped	NA	NA	0.484846087444248	NA	NA	NA	NA	NA	NA	NA	NA
CDX2_1.motif	173	138	Not-Overlapped	NA	NA	0.498568146522859	NA	NA	NA	NA	NA	NA	NA	NA
CDX4_1.motif	488	423	Not-Overlapped	NA	NA	0.618891423189068	NA	NA	NA	NA	NA	NA	NA	NA
CDX4_3.motif	1976	1747	Not-Overlapped	NA	NA	0.827795591011173	NA	NA	NA	NA	NA	NA	NA	NA
CEBPA_1.motif	22	16	Not-Overlapped	NA	NA	0.309053938780252	NA	NA	NA	NA	NA	NA	NA	NA
CEBPB_1.motif	40	38	Not-Overlapped	NA	NA	0.377487310938736	NA	NA	NA	NA	NA	NA	NA	NA
CEBPD_1.motif	14	7	Not-Overlapped	NA	NA	0.282610821023653	NA	NA	NA	NA	NA	NA	NA	NA
CEBPE_1.motif	14	10	Not-Overlapped	NA	NA	0.291979135532724	NA	NA	NA	NA	NA	NA	NA	NA
CEBPG_1.motif	6	2	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
CEBPZ_1.motif	11	23	Not-Overlapped	NA	NA	0.33448242741407	NA	NA	NA	NA	NA	NA	NA	NA
CENPB_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
CIC_1.Infer.motif	275	246	Not-Overlapped	NA	NA	0.609586262169741	NA	NA	NA	NA	NA	NA	NA	NA
CLOCK_1.motif	9	19	Not-Overlapped	NA	NA	0.298577534075836	NA	NA	NA	NA	NA	NA	NA	NA
CPEB1_1.motif	515	489	Not-Overlapped	NA	NA	0.951486985788676	NA	NA	NA	NA	NA	NA	NA	NA
CREB1_1.motif	24	27	Not-Overlapped	NA	NA	0.326223602045821	NA	NA	NA	NA	NA	NA	NA	NA
CREB3_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
CREB3L1_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
CREB3L1_2.motif	4	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
CREB3L2_1.motif	4	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
CREB3L3_1.motif	4	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
CREB5_1.motif	6	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
CREM_1.motif	5	13	Not-Overlapped	NA	NA	0.291979135532724	NA	NA	NA	NA	NA	NA	NA	NA
CRX_1.motif	30	14	Not-Overlapped	NA	NA	0.300273997337631	NA	NA	NA	NA	NA	NA	NA	NA
CTCF_1.motif	1	2	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
CTCF_2.motif	0	2	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
CTCF_3.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
CTCFL_1.motif	1	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
CUX1_1.motif	17	4	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
CUX1_2.motif	16	9	Not-Overlapped	NA	NA	0.287218606149038	NA	NA	NA	NA	NA	NA	NA	NA
CUX2_2.motif	8	21	Not-Overlapped	NA	NA	0.330301397071394	NA	NA	NA	NA	NA	NA	NA	NA
CXXC1_1.motif	272	253	Not-Overlapped	NA	NA	0.32908996875021	NA	NA	NA	NA	NA	NA	NA	NA
DBP_1.motif	26	18	Not-Overlapped	NA	NA	0.367413163428337	NA	NA	NA	NA	NA	NA	NA	NA
DBX2_1.motif	59	30	Not-Overlapped	NA	NA	0.126587712507692	NA	NA	NA	NA	NA	NA	NA	NA
DDIT3_1.motif	34	38	Not-Overlapped	NA	NA	0.356895098095085	NA	NA	NA	NA	NA	NA	NA	NA
DLX1_1.motif	1119	1043	Not-Overlapped	NA	NA	0.999676006548899	NA	NA	NA	NA	NA	NA	NA	NA
DLX2_1.motif	1119	1043	Not-Overlapped	NA	NA	0.999676006548899	NA	NA	NA	NA	NA	NA	NA	NA
DLX3_1.motif	1119	1043	Not-Overlapped	NA	NA	0.999676006548899	NA	NA	NA	NA	NA	NA	NA	NA
DLX4_1.motif	945	850	Not-Overlapped	NA	NA	0.999920125239407	NA	NA	NA	NA	NA	NA	NA	NA
DLX5_1.motif	1119	1043	Not-Overlapped	NA	NA	0.999676006548899	NA	NA	NA	NA	NA	NA	NA	NA
DLX6_1.motif	1119	1043	Not-Overlapped	NA	NA	0.999676006548899	NA	NA	NA	NA	NA	NA	NA	NA
DMBX1_1.motif	208	312	Not-Overlapped	NA	NA	0.928115859828378	NA	NA	NA	NA	NA	NA	NA	NA
DMC1_1.motif	1	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
DMRT1_1.motif	89	102	Not-Overlapped	NA	NA	0.550502328452323	NA	NA	NA	NA	NA	NA	NA	NA
DMRT2_1.motif	317	259	Not-Overlapped	NA	NA	0.0904197946483515	NA	NA	NA	NA	NA	NA	NA	NA
DMRT3_1.motif	169	180	Not-Overlapped	NA	NA	0.88005684233906	NA	NA	NA	NA	NA	NA	NA	NA
DPRX_1.motif	28	29	Not-Overlapped	NA	NA	0.330301397071394	NA	NA	NA	NA	NA	NA	NA	NA
DRGX_1.motif	32	31	Not-Overlapped	NA	NA	0.612365103391919	NA	NA	NA	NA	NA	NA	NA	NA
DUX4_1.motif	19	31	Not-Overlapped	NA	NA	0.414517415149919	NA	NA	NA	NA	NA	NA	NA	NA
DUXA_1.motif	24	31	Not-Overlapped	NA	NA	0.347685681127783	NA	NA	NA	NA	NA	NA	NA	NA
E2F1_1.motif	70	77	Not-Overlapped	NA	NA	0.146393873093749	NA	NA	NA	NA	NA	NA	NA	NA
E2F1_2.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
E2F2_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
E2F2_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
E2F3_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
E2F3_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
E2F4_1.motif	2	2	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
E2F4_2.motif	60	67	Not-Overlapped	NA	NA	0.292125490402366	NA	NA	NA	NA	NA	NA	NA	NA
E2F5_1.motif	36	8	Not-Overlapped	NA	NA	0.284130234039909	NA	NA	NA	NA	NA	NA	NA	NA
E2F6_1.motif	104	119	Not-Overlapped	NA	NA	0.253175425015384	NA	NA	NA	NA	NA	NA	NA	NA
E2F7_1.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
E2F8_1.motif	1	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
E4F1_1.motif	10	25	Not-Overlapped	NA	NA	0.338770663662968	NA	NA	NA	NA	NA	NA	NA	NA
EBF1_1.motif	15	15	Not-Overlapped	NA	NA	0.309053938780252	NA	NA	NA	NA	NA	NA	NA	NA
EGR1_1.motif	18	10	Not-Overlapped	NA	NA	0.276692269798026	NA	NA	NA	NA	NA	NA	NA	NA
EGR1_2.motif	1	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
EGR2_1.motif	32	21	Not-Overlapped	NA	NA	0.603039746487474	NA	NA	NA	NA	NA	NA	NA	NA
EGR3_1.motif	1	4	Not-Overlapped	NA	NA	0.275251164226162	NA	NA	NA	NA	NA	NA	NA	NA
EGR4_1.motif	4	6	Not-Overlapped	NA	NA	0.281107571975655	NA	NA	NA	NA	NA	NA	NA	NA
EHF_1.motif	378	356	Not-Overlapped	NA	NA	0.989249812376791	NA	NA	NA	NA	NA	NA	NA	NA
EHF_2.motif	9	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
ELF1_1.motif	3	3	Not-Overlapped	NA	NA	0.271016530930375	NA	NA	NA	NA	NA	NA	NA	NA
ELF2_1.motif	13	8	Not-Overlapped	NA	NA	0.288788106729088	NA	NA	NA	NA	NA	NA	NA	NA
ELF3_1.motif	9	1	Not-Overlapped	NA	NA	0.265568962469463	NA	NA	NA	NA	NA	NA	NA	NA
ELF4_1.motif	1	4	Not-Overlapped	NA	NA	0.276692269798026	NA	NA	NA	NA	NA	NA	NA	NA
ELF5_1.motif	86	96	Not-Overlapped	NA	NA	0.557454454856787	NA	NA	NA	NA	NA	NA	NA	NA
ELK1_1.motif	29	44	Not-Overlapped	NA	NA	0.385753456433745	NA	NA	NA	NA	NA	NA	NA	NA
ELK1_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ELK3_1.motif	15	22	Not-Overlapped	NA	NA	0.375957655601089	NA	NA	NA	NA	NA	NA	NA	NA
ELK4_1.motif	26	38	Not-Overlapped	NA	NA	0.359511724703558	NA	NA	NA	NA	NA	NA	NA	NA
EMX1_1.motif	686	575	Not-Overlapped	NA	NA	0.978708156352578	NA	NA	NA	NA	NA	NA	NA	NA
EMX1_2.motif	5	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
EMX2_1.motif	9	5	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
EN1_2.motif	1119	1043	Not-Overlapped	NA	NA	0.999676006548899	NA	NA	NA	NA	NA	NA	NA	NA
EN1_3.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
EN2_1.motif	615	574	Not-Overlapped	NA	NA	0.999777357553412	NA	NA	NA	NA	NA	NA	NA	NA
ENO1_1.motif	45	89	Not-Overlapped	NA	NA	0.508155995494452	NA	NA	NA	NA	NA	NA	NA	NA
EOMES_1.motif	95	91	Not-Overlapped	NA	NA	0.472005231849542	NA	NA	NA	NA	NA	NA	NA	NA
EOMES_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
EPAS1_1.motif	6	8	Not-Overlapped	NA	NA	0.287218606149038	NA	NA	NA	NA	NA	NA	NA	NA
ERF_1.motif	18	19	Not-Overlapped	NA	NA	0.60611647988792	NA	NA	NA	NA	NA	NA	NA	NA
ERG_1.motif	4	9	Not-Overlapped	NA	NA	0.285666073142827	NA	NA	NA	NA	NA	NA	NA	NA
ERG_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ERG_3.motif	102	83	Not-Overlapped	NA	NA	0.817195639314841	NA	NA	NA	NA	NA	NA	NA	NA
ESR1_1.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ESR2_1.motif	5	3	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
ESRRA_1.motif	39	54	Not-Overlapped	NA	NA	0.656347127392444	NA	NA	NA	NA	NA	NA	NA	NA
ESRRA_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ESRRA_3.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ESRRA_4.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ESRRB_1.motif	30	44	Not-Overlapped	NA	NA	0.412876746339243	NA	NA	NA	NA	NA	NA	NA	NA
ESRRG_3.motif	30	46	Not-Overlapped	NA	NA	0.416127744341914	NA	NA	NA	NA	NA	NA	NA	NA
ESX1_1.motif	1119	1043	Not-Overlapped	NA	NA	0.999676006548899	NA	NA	NA	NA	NA	NA	NA	NA
ETS1_1.motif	74	70	Not-Overlapped	NA	NA	0.686698439641806	NA	NA	NA	NA	NA	NA	NA	NA
ETS1_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ETS1_3.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ETS2_1.motif	317	297	Not-Overlapped	NA	NA	0.499696774347895	NA	NA	NA	NA	NA	NA	NA	NA
HOXA7_1.motif	3	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
HOXA9_1.motif	136	88	Not-Overlapped	NA	NA	0.821386386183122	NA	NA	NA	NA	NA	NA	NA	NA
HOXA9_2.motif	9	5	Not-Overlapped	NA	NA	0.278148544902227	NA	NA	NA	NA	NA	NA	NA	NA
HOXB1_1.motif	8	62	Not-Overlapped	NA	NA	0.328249835598901	NA	NA	NA	NA	NA	NA	NA	NA
HOXB13_1.motif	221	192	Not-Overlapped	NA	NA	0.562368280030495	NA	NA	NA	NA	NA	NA	NA	NA
HOXB13_2.motif	14	32	Not-Overlapped	NA	NA	0.364470507113262	NA	NA	NA	NA	NA	NA	NA	NA
HOXB2_1.motif	1190	1147	Not-Overlapped	NA	NA	0.999970931136964	NA	NA	NA	NA	NA	NA	NA	NA
HOXB3_1.motif	1688	1593	Not-Overlapped	NA	NA	0.999787585714936	NA	NA	NA	NA	NA	NA	NA	NA
HOXB4_1.motif	25	10	Not-Overlapped	NA	NA	0.295241472242587	NA	NA	NA	NA	NA	NA	NA	NA
HOXB5_1.motif	686	610	Not-Overlapped	NA	NA	0.999993061679793	NA	NA	NA	NA	NA	NA	NA	NA
HOXB6_1.motif	21	6	Not-Overlapped	NA	NA	0.281107571975655	NA	NA	NA	NA	NA	NA	NA	NA
HOXB7_1.motif	30	13	Not-Overlapped	NA	NA	0.293601241841239	NA	NA	NA	NA	NA	NA	NA	NA
HOXB8_1.motif	21	13	Not-Overlapped	NA	NA	0.293601241841239	NA	NA	NA	NA	NA	NA	NA	NA
HOXB9_1.motif	79	106	Not-Overlapped	NA	NA	0.825620336627365	NA	NA	NA	NA	NA	NA	NA	NA
HOXC10_1.motif	152	103	Not-Overlapped	NA	NA	0.917597783390231	NA	NA	NA	NA	NA	NA	NA	NA
HOXC11_1.motif	10	11	Not-Overlapped	NA	NA	0.593994150290162	NA	NA	NA	NA	NA	NA	NA	NA
HOXC11_2.motif	199	155	Not-Overlapped	NA	NA	0.865785650301129	NA	NA	NA	NA	NA	NA	NA	NA
HOXC12_2.motif	4	3	Not-Overlapped	NA	NA	0.593994150290162	NA	NA	NA	NA	NA	NA	NA	NA
HOXC13_2.motif	5	18	Not-Overlapped	NA	NA	0.322245265435506	NA	NA	NA	NA	NA	NA	NA	NA
HOXC5_1.motif	422	334	Not-Overlapped	NA	NA	0.953703502498149	NA	NA	NA	NA	NA	NA	NA	NA
HOXC6_1.motif	1	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
HOXC8_1.motif	36	27	Not-Overlapped	NA	NA	0.340956280847891	NA	NA	NA	NA	NA	NA	NA	NA
HOXC9_1.motif	11	7	Not-Overlapped	NA	NA	0.282610821023653	NA	NA	NA	NA	NA	NA	NA	NA
HOXD10_1.motif	76	43	Not-Overlapped	NA	NA	0.380203046988655	NA	NA	NA	NA	NA	NA	NA	NA
HOXD11_1.motif	367	308	Not-Overlapped	NA	NA	0.946633591500287	NA	NA	NA	NA	NA	NA	NA	NA
HOXD1_1.motif	686	610	Not-Overlapped	NA	NA	0.999993061679793	NA	NA	NA	NA	NA	NA	NA	NA
HOXD12_1.motif	149	110	Not-Overlapped	NA	NA	0.829898162205745	NA	NA	NA	NA	NA	NA	NA	NA
HOXD12_2.motif	7	8	Not-Overlapped	NA	NA	0.593994150290162	NA	NA	NA	NA	NA	NA	NA	NA
HOXD13_1.motif	172	149	Not-Overlapped	NA	NA	0.289372213901046	NA	NA	NA	NA	NA	NA	NA	NA
HOXD13_2.motif	21	42	Not-Overlapped	NA	NA	0.625257000305434	NA	NA	NA	NA	NA	NA	NA	NA
HOXD3_1.motif	686	610	Not-Overlapped	NA	NA	0.999993061679793	NA	NA	NA	NA	NA	NA	NA	NA
HOXD4_1.motif	311	267	Not-Overlapped	NA	NA	0.932742985959728	NA	NA	NA	NA	NA	NA	NA	NA
HOXD8_1.motif	791	856	Not-Overlapped	NA	NA	0.999960691551816	NA	NA	NA	NA	NA	NA	NA	NA
HOXD9_1.motif	505	442	Not-Overlapped	NA	NA	0.631709548158773	NA	NA	NA	NA	NA	NA	NA	NA
HOXD9_2.motif	26	39	Not-Overlapped	NA	NA	0.612365103391919	NA	NA	NA	NA	NA	NA	NA	NA
HSF1_1.motif	0	2	Not-Overlapped	NA	NA	0.269633793527669	NA	NA	NA	NA	NA	NA	NA	NA
HSF2_2.motif	3	8	Not-Overlapped	NA	NA	0.287218606149038	NA	NA	NA	NA	NA	NA	NA	NA
HSF4_1.motif	4	9	Not-Overlapped	NA	NA	0.290374854568259	NA	NA	NA	NA	NA	NA	NA	NA
HSFY1_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
HSFY2_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ID1_1.Infer.motif	74	79	Not-Overlapped	NA	NA	0.825620336627365	NA	NA	NA	NA	NA	NA	NA	NA
ID4_1.motif	278	427	Not-Overlapped	NA	NA	0.998765901959133	NA	NA	NA	NA	NA	NA	NA	NA
IKZF1_1.motif	37	42	Not-Overlapped	NA	NA	0.391468322454986	NA	NA	NA	NA	NA	NA	NA	NA
IKZF1_2.motif	194	256	Not-Overlapped	NA	NA	0.798200139398122	NA	NA	NA	NA	NA	NA	NA	NA
IKZF2_1.motif	254	229	Not-Overlapped	NA	NA	0.88491903483817	NA	NA	NA	NA	NA	NA	NA	NA
IKZF2_2.motif	2883	2921	Not-Overlapped	NA	NA	0.758994301263823	NA	NA	NA	NA	NA	NA	NA	NA
IKZF3_1.motif	75	59	Not-Overlapped	NA	NA	0.412876746339243	NA	NA	NA	NA	NA	NA	NA	NA
IKZF3_2.motif	2883	2921	Not-Overlapped	NA	NA	0.758994301263823	NA	NA	NA	NA	NA	NA	NA	NA
IKZF5_1.motif	2633	2843	Not-Overlapped	NA	NA	0.999998385964062	NA	NA	NA	NA	NA	NA	NA	NA
IKZF5_2.motif	1015	850	Not-Overlapped	NA	NA	0.0279114826055597	NA	NA	NA	NA	NA	NA	NA	NA
INSM1_1.motif	16	6	Not-Overlapped	NA	NA	0.282610821023653	NA	NA	NA	NA	NA	NA	NA	NA
IRF1_1.motif	10	7	Not-Overlapped	NA	NA	0.284130234039909	NA	NA	NA	NA	NA	NA	NA	NA
IRF2_1.motif	5	9	Not-Overlapped	NA	NA	0.288788106729088	NA	NA	NA	NA	NA	NA	NA	NA
IRF3_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
IRF4_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
IRF5_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
IRF6_1.Infer.motif	723	882	Not-Overlapped	NA	NA	0.999906037254741	NA	NA	NA	NA	NA	NA	NA	NA
IRF7_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
IRF7_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
IRF8_1.motif	1	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
IRF9_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
IRX1_1.motif	6339	6746	Not-Overlapped	NA	NA	0.999998063029042	NA	NA	NA	NA	NA	NA	NA	NA
IRX2_1.motif	54	64	Not-Overlapped	NA	NA	0.314907439495663	NA	NA	NA	NA	NA	NA	NA	NA
IRX3_1.motif	6	8	Not-Overlapped	NA	NA	0.287218606149038	NA	NA	NA	NA	NA	NA	NA	NA
IRX5_1.motif	164	210	Not-Overlapped	NA	NA	0.299706935826084	NA	NA	NA	NA	NA	NA	NA	NA
ISL1_1.motif	634	550	Not-Overlapped	NA	NA	0.536452935172114	NA	NA	NA	NA	NA	NA	NA	NA
ISL2_1.motif	338	298	Not-Overlapped	NA	NA	0.593860903712203	NA	NA	NA	NA	NA	NA	NA	NA
ISX_1.motif	23	17	Not-Overlapped	NA	NA	0.309053938780252	NA	NA	NA	NA	NA	NA	NA	NA
JDP2_1.motif	25	21	Not-Overlapped	NA	NA	0.309053938780252	NA	NA	NA	NA	NA	NA	NA	NA
JDP2_2.motif	4	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
JUN_1.motif	53	60	Not-Overlapped	NA	NA	0.403421553674985	NA	NA	NA	NA	NA	NA	NA	NA
JUN_2.motif	7	13	Not-Overlapped	NA	NA	0.303725422594385	NA	NA	NA	NA	NA	NA	NA	NA
JUNB_1.motif	72	88	Not-Overlapped	NA	NA	0.843001817398468	NA	NA	NA	NA	NA	NA	NA	NA
JUND_1.motif	5	7	Not-Overlapped	NA	NA	0.284130234039909	NA	NA	NA	NA	NA	NA	NA	NA
JUND_2.motif	3	6	Not-Overlapped	NA	NA	0.281107571975655	NA	NA	NA	NA	NA	NA	NA	NA
KLF1_1.motif	42	64	Not-Overlapped	NA	NA	0.373494870099508	NA	NA	NA	NA	NA	NA	NA	NA
KLF12_1.motif	586	650	Not-Overlapped	NA	NA	0.997708208792209	NA	NA	NA	NA	NA	NA	NA	NA
KLF12_2.motif	13	34	Not-Overlapped	NA	NA	0.359511724703558	NA	NA	NA	NA	NA	NA	NA	NA
KLF13_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
KLF14_1.motif	7	4	Not-Overlapped	NA	NA	0.275251164226162	NA	NA	NA	NA	NA	NA	NA	NA
KLF15_1.motif	17	21	Not-Overlapped	NA	NA	0.31271138184274	NA	NA	NA	NA	NA	NA	NA	NA
KLF16_1.motif	52	45	Not-Overlapped	NA	NA	0.303024139892054	NA	NA	NA	NA	NA	NA	NA	NA
KLF3_1.motif	3	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
KLF4_1.motif	71	88	Not-Overlapped	NA	NA	0.544827046715702	NA	NA	NA	NA	NA	NA	NA	NA
KLF5_1.motif	386	228	Not-Overlapped	NA	NA	0.272187089938791	NA	NA	NA	NA	NA	NA	NA	NA
KLF6_1.motif	532	387	Not-Overlapped	NA	NA	0.280782471726331	NA	NA	NA	NA	NA	NA	NA	NA
KLF7_1.motif	108	166	Not-Overlapped	NA	NA	0.0906761105249773	NA	NA	NA	NA	NA	NA	NA	NA
KLF8_1.motif	84	84	Not-Overlapped	NA	NA	0.821386386183122	NA	NA	NA	NA	NA	NA	NA	NA
KLF9_1.Infer.motif	29	24	Not-Overlapped	NA	NA	0.328249835598901	NA	NA	NA	NA	NA	NA	NA	NA
LBX1_1.motif	174	127	Not-Overlapped	NA	NA	0.825620336627365	NA	NA	NA	NA	NA	NA	NA	NA
LBX2_1.motif	13	4	Not-Overlapped	NA	NA	0.275251164226162	NA	NA	NA	NA	NA	NA	NA	NA
LEF1_1.motif	2	4	Not-Overlapped	NA	NA	0.275251164226162	NA	NA	NA	NA	NA	NA	NA	NA
